,destination_ip,destination_port,ja3,ja3_digest,source_ip,source_port,timestamp
0,192.168.103.175,1033,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.150,443,53717.034976
0,192.168.103.206,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,52.7.124.208,443,53707.101877
0,192.168.103.230,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53748.159967
0,192.168.103.55,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53735.915892
0,192.168.103.56,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,52.7.124.208,443,53710.711227
0,192.168.103.57,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,42.81.57.73,443,53710.663804
1,192.168.103.57,1076,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53719.341966
0,192.168.103.90,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,23.199.72.174,443,53723.319289
0,192.168.104.184,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.174,443,53724.106492
1,192.168.104.184,1036,"769,5,",9aeeb84942a46257594025306635f0ff,1.198.4.126,443,53746.940221
0,192.168.104.188,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53757.070981
0,192.168.104.31,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53733.840978
0,192.168.105.102,1032,"771,49199,65281-0-11",a704460bd0a887c62e4f462bf1bba96b,34.194.204.84,443,53709.66098
0,192.168.105.148,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53757.02998
0,192.168.105.164,49177,"771,49172,0-65281-11",fb38aec9b9f7318383270c307f8f7773,52.234.215.129,443,1591987197.988253
0,192.168.105.192,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53745.578509
0,192.168.105.227,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53745.070004
0,192.168.105.68,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,120.77.166.123,443,53723.967981
0,192.168.105.82,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53729.77303
0,192.168.106.130,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53738.946249
0,192.168.106.158,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.88,443,53729.39497
0,192.168.106.160,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.43.157,443,53733.75882
2,192.168.106.160,1038,"769,4,",53611273a714cb4789c8222932efd5a7,78.108.120.31,443,53748.957332
0,192.168.106.251,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53733.464016
0,192.168.107.201,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.43.157,443,53726.573236
2,192.168.107.201,1040,"769,4,",53611273a714cb4789c8222932efd5a7,78.108.120.31,443,53750.259063
0,192.168.107.242,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,171.8.167.50,443,53728.137228
0,192.168.107.251,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53731.084697
0,192.168.107.56,1036,"769,5,",9aeeb84942a46257594025306635f0ff,36.110.147.36,443,53723.752974
0,192.168.107.75,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53748.389235
0,192.168.107.81,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,1.193.147.35,443,53729.936974
1,192.168.107.81,1036,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53742.309967
0,192.168.108.152,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,106.11.211.222,443,53746.516467
0,192.168.108.178,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.47,443,53729.328977
0,192.168.108.180,1043,"769,10,",5cd6efb8d804faf03e1462073b729151,116.211.251.251,443,53730.512969
7,192.168.108.180,1052,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.216.75,443,53752.77997
0,192.168.108.185,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53722.347663
0,192.168.108.194,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53734.282283
0,192.168.108.201,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53752.561065
0,192.168.108.24,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53727.543441
0,192.168.108.29,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53729.8241
0,192.168.108.53,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53751.751975
0,192.168.108.91,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53708.708979
0,192.168.109.19,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53732.74024
0,192.168.109.227,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,52.7.124.208,443,53708.768979
0,192.168.109.230,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,23.40.192.167,443,53722.01508
0,192.168.109.30,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.44.199,443,53742.603968
0,192.168.11.54,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53756.996347
0,192.168.110.121,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53736.96013
0,192.168.110.146,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53739.496228
0,192.168.110.206,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53746.996509
0,192.168.111.181,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53739.279067
0,192.168.111.222,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53757.110988
0,192.168.111.223,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.87,443,53729.055155
0,192.168.111.82,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53729.256194
0,192.168.112.147,49177,"771,49191,65281-0-11",1e610e093ac502d2c7f4c2ca3ff77520,87.250.251.82,443,1593068956.435425
0,192.168.112.158,1120,"769,10,",5cd6efb8d804faf03e1462073b729151,212.64.62.174,443,53788.486225
0,192.168.112.160,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53753.396985
0,192.168.113.13,1039,"771,49200,65281-11-15",873bc234a06e363e550fcfe0dd382a6c,95.172.70.212,443,53734.623976
0,192.168.113.155,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.95,443,53744.915241
0,192.168.113.184,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53718.581826
0,192.168.113.2,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53721.46199
0,192.168.113.217,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53736.428998
0,192.168.113.31,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.95,443,53816.823584
0,192.168.113.41,49161,"771,49199,0-65281-11",699a80bdb17efe157c861f92c5bf5d1d,193.112.225.195,443,1591835352.110413
0,192.168.113.68,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53755.432979
0,192.168.114.14,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53710.800977
0,192.168.114.155,49177,"771,49172,0-65281-11",fb38aec9b9f7318383270c307f8f7773,52.234.215.129,443,1591650204.0349
0,192.168.114.202,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.175,443,53729.700268
0,192.168.114.207,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,115.220.8.190,443,53719.730596
1,192.168.114.207,1036,"769,5,",9aeeb84942a46257594025306635f0ff,1.198.4.60,443,53743.495971
0,192.168.114.3,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53737.685981
0,192.168.114.47,1034,"769,5,",9aeeb84942a46257594025306635f0ff,49.7.176.60,443,53713.497967
0,192.168.114.64,49162,"771,49200,0-65281-11-35-15",536a35adea9e8b31439428601285e9b4,115.236.20.203,443,1592050879.270535
0,192.168.114.97,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53733.714988
0,192.168.115.188,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.88,443,53741.857629
0,192.168.115.219,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53726.717768
0,192.168.115.23,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53732.549979
0,192.168.115.236,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,101.91.63.141,443,53715.49425
0,192.168.116.133,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53746.293665
0,192.168.116.189,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.111,443,53742.291238
0,192.168.116.200,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53717.936969
0,192.168.116.24,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53741.638238
0,192.168.116.247,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53745.790673
0,192.168.116.249,1043,"769,10,",5cd6efb8d804faf03e1462073b729151,222.243.149.130,443,53743.856967
0,192.168.116.54,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,213.180.204.148,443,53708.427415
0,192.168.117.124,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,35.244.253.184,443,53710.966979
0,192.168.117.125,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53755.883986
0,192.168.117.55,1043,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.77,443,53814.429985
0,192.168.118.167,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.43.79,443,53740.990506
0,192.168.118.76,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.109,443,53731.569971
0,192.168.119.228,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53707.578963
0,192.168.119.245,1033,"771,49200,65281-11-16",ef6b224ce027c8e21e5a25d8a58255a3,43.231.144.248,443,53711.32398
0,192.168.119.33,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53725.676706
0,192.168.12.104,1032,"771,49200,0-65281-11",a9e3ed16ee3208291487c8d2aa2ad924,64.15.159.234,443,53711.131934
0,192.168.12.107,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53744.526382
0,192.168.12.154,1036,"771,49200,65281-11-15",873bc234a06e363e550fcfe0dd382a6c,95.172.70.194,443,53734.715416
0,192.168.12.164,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53749.786234
0,192.168.12.236,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53727.957967
0,192.168.12.24,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53735.034973
0,192.168.120.0,49177,"771,49191,65281-11",a4cc547f75a117e7e973bd04ad9bec50,34.195.215.214,443,1593147843.225511
1,192.168.120.0,49180,"771,49191,0-11-65281-5",2c84f4217325e73b8d4514ceb7bbad18,13.225.103.75,443,1593147882.963526
0,192.168.120.113,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53754.792355
0,192.168.120.121,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,193.104.215.66,443,53727.416981
4,192.168.120.121,1040,"768,5,",09dc4beaf549afb0edb5ed50da347005,103.235.46.191,443,53752.135981
0,192.168.120.146,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,217.182.52.83,443,53706.332588
0,192.168.120.15,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53756.920263
0,192.168.120.178,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,203.119.212.1,443,53706.58797
0,192.168.121.16,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53706.535984
0,192.168.121.183,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,192.147.130.63,443,53717.505235
5,192.168.121.183,1051,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53742.517966
0,192.168.121.188,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53750.627985
0,192.168.121.192,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53747.903291
0,192.168.121.38,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53729.618965
0,192.168.121.61,1034,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53708.446962
0,192.168.121.72,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53773.354246
0,192.168.121.73,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53728.039202
0,192.168.122.148,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53728.987228
0,192.168.122.161,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53756.667972
0,192.168.122.167,1034,"769,4,",53611273a714cb4789c8222932efd5a7,78.108.120.31,443,53723.366972
1,192.168.122.167,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.43.157,443,53723.879976
0,192.168.122.233,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,82.145.216.19,443,53715.23211
0,192.168.122.242,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53728.417249
0,192.168.122.33,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53731.166244
0,192.168.122.4,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53749.457983
0,192.168.122.58,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,52.7.124.208,443,53709.10125
0,192.168.123.108,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,213.180.204.148,443,53703.086552
0,192.168.123.142,49162,"771,49191,0-11",f101e354e9e5d16e701cb927e0417ea1,23.36.242.83,443,1591990147.753676
0,192.168.123.197,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,217.182.52.83,443,53717.698333
0,192.168.123.211,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53707.909983
0,192.168.123.29,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53730.555981
0,192.168.123.77,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,35.186.224.25,443,53717.689247
0,192.168.124.117,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,202.173.29.134,443,53715.130644
0,192.168.124.172,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53777.180986
0,192.168.124.18,49178,"771,49191,65281-0-11",1e610e093ac502d2c7f4c2ca3ff77520,213.180.204.82,443,1593195822.953742
1,192.168.124.18,49177,"771,49195,65281-0-11",9a022b14200c7389ebbb1436d5cf1339,5.45.205.244,443,1593195822.970506
0,192.168.124.226,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,192.147.130.63,443,53723.380969
4,192.168.124.226,1041,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53740.671244
5,192.168.124.226,1042,"769,5,",9aeeb84942a46257594025306635f0ff,123.161.59.59,443,53761.440231
0,192.168.124.245,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.66,443,53703.953964
0,192.168.124.255,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53733.18754
0,192.168.124.65,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.47.76,443,53741.432671
0,192.168.124.70,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53728.250975
0,192.168.125.132,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53731.58024
0,192.168.125.137,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53728.248496
0,192.168.125.162,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53757.338874
0,192.168.125.166,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,23.33.37.201,443,53714.988239
0,192.168.125.189,49161,"769,49162,0-11",63a7b546ce7efc287feb878edf6bcb2e,5.62.40.221,443,1591646763.642441
1,192.168.125.189,49163,"770,49162,0-11",6ee7047d0dc7622b1c2ffc1bbd53ad9c,5.62.53.213,443,1591646767.224449
0,192.168.125.36,1034,"771,49200,65281-11-15",873bc234a06e363e550fcfe0dd382a6c,64.74.17.131,443,53717.515218
0,192.168.126.121,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53729.034964
0,192.168.126.123,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.173,443,53711.389969
1,192.168.126.123,1036,"769,5,",9aeeb84942a46257594025306635f0ff,183.131.56.181,443,53733.729091
0,192.168.126.124,1045,"769,10,",5cd6efb8d804faf03e1462073b729151,14.17.127.145,443,53733.121242
0,192.168.126.13,1042,"769,5,",9aeeb84942a46257594025306635f0ff,104.248.7.162,443,53757.446976
0,192.168.126.160,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.111,443,53748.329026
0,192.168.126.186,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53710.0733
0,192.168.126.189,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53721.716108
0,192.168.126.190,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,213.180.204.148,443,53707.409264
0,192.168.127.114,1033,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.150,443,53718.821973
0,192.168.127.129,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53729.253966
0,192.168.127.172,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53731.860968
0,192.168.127.232,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.120,443,53757.146974
0,192.168.127.41,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.173,443,53719.844973
1,192.168.127.41,1036,"769,5,",9aeeb84942a46257594025306635f0ff,1.199.93.65,443,53743.793967
0,192.168.127.49,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,23.45.54.10,443,53712.49816
0,192.168.128.107,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.95,443,53751.277981
0,192.168.128.125,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53736.816968
0,192.168.128.14,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53749.336241
0,192.168.128.192,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.47.76,443,53749.425897
0,192.168.128.219,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53730.415856
0,192.168.128.221,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53744.845239
0,192.168.128.226,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,180.101.193.140,443,53711.899968
6,192.168.128.226,1047,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53736.996972
0,192.168.129.12,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53731.956739
0,192.168.129.120,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.174,443,53723.171909
1,192.168.129.120,1036,"769,5,",9aeeb84942a46257594025306635f0ff,123.161.59.59,443,53746.254959
0,192.168.129.127,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53729.228109
0,192.168.129.141,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.175,443,53732.116986
0,192.168.129.142,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53728.138816
0,192.168.129.232,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53727.765186
0,192.168.129.46,49177,"771,49191,65281-11",a4cc547f75a117e7e973bd04ad9bec50,3.84.106.85,443,1593152941.320574
1,192.168.129.46,49180,"771,49191,0-11-65281",273379be6549aaf5bfcaf4e747a839fc,99.84.224.83,443,1593152984.504167
0,192.168.129.87,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53731.946881
0,192.168.129.97,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,192.147.130.63,443,53710.990232
4,192.168.129.97,1042,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53721.411962
5,192.168.129.97,1043,"769,5,",9aeeb84942a46257594025306635f0ff,1.198.4.60,443,53742.400237
0,192.168.13.163,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.120,443,53729.924984
0,192.168.13.48,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53738.130244
0,192.168.13.85,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53706.717972
0,192.168.130.126,49178,"771,49191,65281-0-11",1e610e093ac502d2c7f4c2ca3ff77520,93.158.134.82,443,1592226416.952374
2,192.168.130.126,49179,"771,49195,65281-0-11",9a022b14200c7389ebbb1436d5cf1339,5.45.205.242,443,1592226417.885945
0,192.168.130.71,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.87,443,53729.929753
0,192.168.131.16,1042,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.109,443,53781.350965
0,192.168.131.200,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53751.183822
0,192.168.131.251,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53729.529455
0,192.168.131.92,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,123.161.58.32,443,53742.47823
0,192.168.132.101,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53728.554379
0,192.168.132.111,1033,"769,5,",9aeeb84942a46257594025306635f0ff,198.84.119.122,443,53726.256233
0,192.168.132.15,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,31.13.72.54,443,53711.72398
0,192.168.132.209,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53715.1565
0,192.168.132.230,1036,"769,4,",53611273a714cb4789c8222932efd5a7,192.99.62.48,443,53727.207244
0,192.168.133.119,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53755.842708
0,192.168.133.174,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,79.137.94.254,443,53714.179501
0,192.168.133.232,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53727.460356
0,192.168.133.254,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53757.25798
0,192.168.133.48,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53730.061233
0,192.168.133.83,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,82.163.48.80,443,53736.236968
0,192.168.134.121,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,106.11.211.227,443,53710.935966
0,192.168.134.125,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.95,443,53739.812806
0,192.168.134.160,1039,"771,49200,65281-11-15",873bc234a06e363e550fcfe0dd382a6c,95.172.70.143,443,53727.873227
0,192.168.134.174,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53741.778449
0,192.168.134.2,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.175,443,53787.089238
