,destination_ip,destination_port,ja3,ja3_digest,source_ip,source_port,timestamp
0,192.168.102.239,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.62,443,53713.002977
0,192.168.102.34,1033,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53708.246077
0,192.168.103.115,1037,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53718.479238
0,192.168.103.141,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,34.102.141.129,443,53710.541243
0,192.168.103.15,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,101.89.38.48,443,53708.355979
0,192.168.103.238,1040,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53714.248503
0,192.168.103.239,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53708.060243
0,192.168.104.0,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.87,443,53752.194981
0,192.168.104.129,1069,"769,5,",9aeeb84942a46257594025306635f0ff,58.63.236.212,443,53766.408973
1,192.168.104.129,1076,"769,10,",5cd6efb8d804faf03e1462073b729151,221.228.208.94,443,53774.845733
0,192.168.104.15,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,103.230.236.203,443,53741.213918
0,192.168.104.183,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,143.95.243.35,443,53742.944108
0,192.168.104.23,1032,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53705.913229
0,192.168.104.239,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,110.81.155.156,443,53711.989976
0,192.168.105.105,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,79.137.94.254,443,53713.870768
0,192.168.105.78,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53710.630964
0,192.168.105.92,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53710.13098
0,192.168.106.142,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,115.223.14.234,443,53720.797975
1,192.168.106.142,1037,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.129.114,443,53724.247969
0,192.168.106.88,1032,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53704.206775
0,192.168.107.76,1033,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53721.299983
0,192.168.107.98,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,193.104.215.66,443,53727.187936
0,192.168.108.101,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,59.37.116.35,443,53707.438968
0,192.168.108.126,1038,"769,10,",5cd6efb8d804faf03e1462073b729151,101.89.38.41,443,53707.947965
0,192.168.108.132,1051,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.150,443,53759.683234
0,192.168.108.138,1040,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53716.983235
0,192.168.108.149,1034,"769,5,",9aeeb84942a46257594025306635f0ff,180.101.49.12,443,53712.441974
0,192.168.108.161,49177,"771,49171,65281-11",042b018de1d862323f09d5767e4068d5,78.40.231.125,443,1585179777.18556
0,192.168.108.225,1033,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53704.789311
0,192.168.108.23,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,173.231.184.117,443,53744.03278
0,192.168.109.101,1032,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53734.15697
0,192.168.109.132,49177,"771,49196,65281",a8e0da2f607d2a3c1956f56afc6da012,128.199.228.46,443,1585377098.29886
0,192.168.109.144,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,180.188.18.9,443,53746.147135
0,192.168.109.163,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,173.231.184.117,443,53708.894246
0,192.168.109.169,1032,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53707.331054
1,192.168.109.169,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53714.449631
0,192.168.109.206,1033,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53704.358463
1,192.168.109.206,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53748.222564
0,192.168.109.218,1037,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.57,443,53731.43323
1,192.168.109.218,1048,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53747.855974
0,192.168.109.31,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,104.18.88.101,443,53752.326829
0,192.168.109.55,1033,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53710.995229
0,192.168.109.7,1035,"768,5,",09dc4beaf549afb0edb5ed50da347005,14.215.177.34,443,53729.466976
0,192.168.109.92,1046,"769,10,",5cd6efb8d804faf03e1462073b729151,58.220.73.188,443,53841.385936
0,192.168.11.190,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,143.95.243.35,443,53743.882075
0,192.168.11.2,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,59.37.116.35,443,53703.011975
0,192.168.11.234,1052,"769,10,",5cd6efb8d804faf03e1462073b729151,195.216.243.25,443,53741.004967
0,192.168.11.40,1038,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.149,443,53720.023967
0,192.168.110.204,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,104.20.20.251,443,53716.112985
0,192.168.110.209,1034,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53740.111001
0,192.168.110.47,1036,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53725.466968
0,192.168.111.113,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53708.848233
0,192.168.111.142,1032,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53704.853976
1,192.168.111.142,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53715.543234
0,192.168.111.154,1042,"769,5,",9aeeb84942a46257594025306635f0ff,185.69.194.129,443,53743.86197
0,192.168.111.16,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53715.407973
0,192.168.111.20,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,180.188.18.9,443,53709.305234
0,192.168.111.201,1033,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53707.20306
1,192.168.111.201,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53714.438754
0,192.168.111.250,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53709.649242
0,192.168.111.6,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,83.136.254.57,443,53742.241825
0,192.168.111.75,1042,"769,10,",5cd6efb8d804faf03e1462073b729151,36.25.250.217,443,53780.014982
0,192.168.111.9,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,143.95.243.35,443,53727.53687
0,192.168.112.130,1054,"769,10,",5cd6efb8d804faf03e1462073b729151,23.47.178.189,443,53791.468242
0,192.168.112.171,1032,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53708.198183
1,192.168.112.171,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53718.74645
0,192.168.112.173,1032,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53707.363063
0,192.168.112.196,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53709.729979
0,192.168.112.207,1033,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53725.980999
0,192.168.112.244,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53715.065976
0,192.168.112.28,1033,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53705.132895
1,192.168.112.28,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53716.56685
0,192.168.113.99,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53713.471967
0,192.168.114.176,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53710.076983
0,192.168.114.191,1040,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53715.595226
0,192.168.114.245,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53713.274232
0,192.168.114.26,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,115.223.14.234,443,53726.360971
1,192.168.114.26,1040,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.129.115,443,53730.77923
0,192.168.114.78,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.122,443,53736.259066
0,192.168.114.92,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53722.457973
0,192.168.115.140,1032,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53706.166851
0,192.168.115.153,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.151.190.161,443,53750.33995
0,192.168.115.203,1066,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53732.004972
0,192.168.115.228,1033,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53706.596356
0,192.168.115.24,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53716.642969
8,192.168.115.24,1045,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.129.114,443,53754.936973
0,192.168.115.69,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,122.225.38.254,443,53735.110043
1,192.168.115.69,1041,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53747.984999
0,192.168.115.9,1039,"768,5,",09dc4beaf549afb0edb5ed50da347005,220.181.107.181,443,53710.585245
0,192.168.116.111,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,129.121.16.215,443,53765.508536
0,192.168.116.117,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,101.226.233.172,443,53721.702989
0,192.168.116.120,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53709.571245
0,192.168.116.146,1053,"769,10,",5cd6efb8d804faf03e1462073b729151,185.86.81.235,443,53799.106367
0,192.168.116.23,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,168.235.203.193,443,53727.347444
0,192.168.117.11,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,13.249.155.134,443,53736.187531
0,192.168.117.149,1037,"769,5,",9aeeb84942a46257594025306635f0ff,180.101.49.11,443,53721.734492
0,192.168.117.160,1039,"769,5,",9aeeb84942a46257594025306635f0ff,180.101.49.11,443,53719.632966
0,192.168.118.102,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,104.87.4.175,443,53727.89131
0,192.168.118.109,1039,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.150,443,53716.274974
8,192.168.118.109,1082,"769,10,",5cd6efb8d804faf03e1462073b729151,116.211.136.30,443,53758.221019
0,192.168.118.150,1045,"769,10,",5cd6efb8d804faf03e1462073b729151,156.234.43.65,443,53816.517221
0,192.168.118.183,1040,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.150,443,53712.556962
6,192.168.118.183,1107,"769,10,",5cd6efb8d804faf03e1462073b729151,150.138.169.241,443,53743.751977
0,192.168.118.72,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,82.163.48.80,443,53735.394963
0,192.168.119.156,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,213.211.198.62,443,53707.157971
0,192.168.119.194,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53710.198978
0,192.168.119.201,1033,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53707.777415
0,192.168.119.231,1056,"769,10,",5cd6efb8d804faf03e1462073b729151,193.109.247.8,443,53735.475231
0,192.168.119.241,1038,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.150,443,53731.092969
0,192.168.119.6,1032,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53704.870499
0,192.168.119.60,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53709.770992
0,192.168.119.83,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,88.99.215.223,443,53815.450221
0,192.168.12.105,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,180.188.18.9,443,53750.103493
0,192.168.12.12,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53718.139971
0,192.168.12.30,1032,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53730.937232
1,192.168.12.30,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53754.127609
0,192.168.12.34,1034,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53732.399825
0,192.168.120.102,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,173.231.184.117,443,53752.757345
0,192.168.120.110,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53717.41124
0,192.168.120.126,1340,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53746.290974
0,192.168.120.159,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,103.230.236.203,443,53713.443978
0,192.168.120.197,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53710.246962
0,192.168.120.214,1037,"769,5,",9aeeb84942a46257594025306635f0ff,217.74.76.129,443,53723.247979
0,192.168.120.37,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53715.832685
0,192.168.120.57,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,83.136.254.57,443,53715.152784
0,192.168.120.59,1035,"769,5,",9aeeb84942a46257594025306635f0ff,180.101.49.12,443,53738.251973
8,192.168.120.59,1102,"769,10,",5cd6efb8d804faf03e1462073b729151,183.134.10.85,443,53799.833865
0,192.168.120.74,1048,"769,10,",5cd6efb8d804faf03e1462073b729151,42.80.244.199,443,53719.009226
0,192.168.121.214,1033,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53724.138587
0,192.168.121.36,1033,"769,5,",9aeeb84942a46257594025306635f0ff,104.193.88.77,443,53718.854243
0,192.168.121.37,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,185.212.128.64,443,53709.019162
0,192.168.122.123,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,192.147.130.63,443,53727.615989
0,192.168.122.175,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,101.226.233.172,443,53718.465087
0,192.168.122.201,49177,"769,49171,65281-0-11",8ca430f840a9e4501ec08479c0bc714c,217.107.219.82,443,1587874743.566463
0,192.168.122.224,1034,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53752.465296
0,192.168.122.73,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,52.218.232.185,443,53795.603763
0,192.168.122.93,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53714.34997
0,192.168.123.132,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,171.8.242.140,443,53745.236972
2,192.168.123.132,1043,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.213.181,443,53749.846973
0,192.168.123.165,1033,"771,49200,0-65281-11-15",bef8041fc75fa81ab9e6467bcef0f376,202.107.193.155,443,53747.013247
0,192.168.123.186,1050,"769,10,",5cd6efb8d804faf03e1462073b729151,52.218.108.27,443,53912.106971
0,192.168.123.73,1033,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53752.737694
0,192.168.124.10,1034,"769,5,",9aeeb84942a46257594025306635f0ff,180.149.145.241,443,53710.705559
0,192.168.124.151,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,180.188.18.9,443,53754.265636
0,192.168.124.20,1038,"769,10,",5cd6efb8d804faf03e1462073b729151,213.174.157.134,443,53769.411975
0,192.168.124.214,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,123.160.11.54,443,53709.019974
0,192.168.124.79,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,103.230.236.203,443,53710.85598
0,192.168.124.83,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,104.20.21.251,443,53714.894952
0,192.168.125.101,1034,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53745.548627
0,192.168.125.163,1040,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53719.53697
0,192.168.125.18,1032,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53712.791402
0,192.168.125.217,1041,"769,10,",5cd6efb8d804faf03e1462073b729151,154.210.218.226,443,53718.16974
0,192.168.126.102,1043,"769,10,",5cd6efb8d804faf03e1462073b729151,171.8.242.140,443,53723.45624
2,192.168.126.102,1044,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.213.181,443,53727.418975
0,192.168.126.135,1036,"771,49199,65281-11",303951d4c50efb2e991652225a6f02b1,23.23.77.150,443,53732.100814
0,192.168.126.140,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53711.089245
0,192.168.126.241,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,83.136.254.57,443,53732.379801
0,192.168.126.27,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,59.37.116.35,443,53707.711971
0,192.168.126.56,1067,"769,10,",5cd6efb8d804faf03e1462073b729151,171.13.14.124,443,53733.004966
0,192.168.126.66,1032,"769,4,",53611273a714cb4789c8222932efd5a7,217.69.139.110,443,53701.963991
1,192.168.126.66,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53708.664338
0,192.168.126.71,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,101.226.233.172,443,53718.416456
0,192.168.126.75,1036,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.182,443,53723.944975
0,192.168.127.130,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,171.8.242.140,443,53725.00497
2,192.168.127.130,1041,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.206.97,443,53728.48197
0,192.168.128.103,1033,"769,5,",9aeeb84942a46257594025306635f0ff,23.111.31.148,443,53708.220293
0,192.168.128.12,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53716.980235
0,192.168.128.128,1044,"769,10,",5cd6efb8d804faf03e1462073b729151,52.218.84.10,443,53859.713249
0,192.168.128.157,1042,"769,10,",5cd6efb8d804faf03e1462073b729151,52.218.98.123,443,53873.830714
0,192.168.128.220,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,143.95.243.35,443,53741.207426
0,192.168.128.251,1054,"769,10,",5cd6efb8d804faf03e1462073b729151,173.82.15.180,443,53744.577471
0,192.168.128.35,1034,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53742.510166
0,192.168.128.42,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,101.226.233.172,443,53717.269439
0,192.168.129.0,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,185.166.128.248,443,53733.256047
0,192.168.129.116,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,103.230.236.203,443,53706.513973
0,192.168.129.13,1046,"769,10,",5cd6efb8d804faf03e1462073b729151,47.96.24.21,443,53722.788222
0,192.168.129.172,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53707.48998
0,192.168.129.181,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,83.136.254.57,443,53737.302815
0,192.168.129.219,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,83.136.254.57,443,53719.205976
0,192.168.129.244,1040,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53771.272274
0,192.168.129.44,1039,"769,4,",53611273a714cb4789c8222932efd5a7,14.116.143.241,443,53718.009227
0,192.168.129.62,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,171.8.242.141,443,53725.874995
2,192.168.129.62,1041,"769,5,",9aeeb84942a46257594025306635f0ff,203.119.213.181,443,53728.518502
0,192.168.129.69,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,103.129.99.25,443,53740.277984
0,192.168.13.112,1048,"769,10,",5cd6efb8d804faf03e1462073b729151,52.218.49.20,443,53844.579967
0,192.168.13.129,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,59.37.116.35,443,53705.97997
0,192.168.13.182,1040,"769,5,",9aeeb84942a46257594025306635f0ff,220.181.38.149,443,53711.490978
9,192.168.13.182,1148,"769,10,",5cd6efb8d804faf03e1462073b729151,116.211.136.30,443,53757.190049
0,192.168.13.213,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53774.490978
0,192.168.13.35,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,47.110.177.103,443,53731.786393
0,192.168.13.51,1033,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53708.502164
1,192.168.13.51,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,217.69.139.122,443,53716.400509
0,192.168.13.89,1042,"769,10,",5cd6efb8d804faf03e1462073b729151,143.204.126.186,443,53786.238274
0,192.168.130.13,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,180.188.18.9,443,53710.197979
0,192.168.130.164,1034,"769,4,",53611273a714cb4789c8222932efd5a7,148.251.123.41,443,53758.749243
0,192.168.130.172,1033,"769,4,",53611273a714cb4789c8222932efd5a7,34.192.7.15,443,53716.837243
0,192.168.130.174,1070,"769,10,",5cd6efb8d804faf03e1462073b729151,156.234.43.65,443,53808.068217
0,192.168.130.185,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,123.151.190.161,443,53706.294252
0,192.168.130.2,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,115.159.156.123,443,53709.704965
0,192.168.130.241,1037,"768,5,",09dc4beaf549afb0edb5ed50da347005,180.101.49.115,443,53711.242972
0,192.168.130.34,1037,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53735.646234
0,192.168.131.134,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,117.24.14.105,443,53708.472983
