,client_hello_pkt,destination_ip,destination_port,ja3,ja3_digest,source_ip,source_port,timestamp
0,16030100610100005d03015eeabeaa0c9266606711ab971b1985a05d1a029fe9dea8f039a72ceac424b2f520fda52ffc4ddf6e9a7cd2fa226698cf478fab0fa88552440c1f87e66c6321c64a001600040005000a000900640062000300060013001200630100,78.108.120.31,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.1.75,1034,53705.898806
0,16030100410100003d03015ef0b2ac71daf8dcd0751a24321bebd44b54e19b0845960283b8eb382b7ffcae00001600040005000a000900640062000300060013001200630100,138.68.122.210,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.1.88,1032,53735.908757
0,16030100410100003d03015ef5e936c428d48add9ca71d31bdf726c6441a0bcfc80ddd685b5bae1e132b6300001600040005000a000900640062000300060013001200630100,203.208.40.47,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.10.163,1035,53734.733907
0,160301011e0100011a0303aa3f75932a16d212633496fa15262e81bda5153e70064d8e8e7ff5a8fd3a7cee203843305c85f9a0e19ddfd724f68ea730968dff4588147114fddef370d0c54ce50026cca8cca9c02fc030c02bc02cc013c009c014c00a009c009d002f0035c012000a130313011302010000ab0000001a0018000015756e696f6e2d6164766572742e333733372e636f6d000500050100000000000a000a0008001d001700180019000b00020100000d001a0018080404030807080508060401050106010503060302010203ff010001000010000e000c02683208687474702f312e3100120000002b0009080304030303020301003300260024001d00202f6d3bb0d2cbeb3895c5ec0e9a3420c670f45d99e4b30d0a163dc7aba99ea25f,193.112.225.195,443,"771,52392-52393-49199-49200-49195-49196-49171-49161-49172-49162-156-157-47-53-49170-10-4867-4865-4866,0-5-10-11-13-65281-16-18-43-51,29-23-24-25,0",b102b73a090f4079a02e520bc16cc6cf,192.168.10.166,49161,1592367104.224474
0,16030100410100003d03015ee36b996a027850b5c4a938062b33690962e8a3c97c0876fd39e74ccc31cb7200001600040005000a000900640062000300060013001200630100,203.208.41.95,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.10.18,1035,53736.638194
0,16030100410100003d03015ee6d606bdcdbbc45a8353449cbafe5e847c6cd48865259b9d3ef06c719acb1300001600040005000a000900640062000300060013001200630100,203.208.39.215,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.10.20,1036,53752.660335
0,16030100410100003d03015ee53309cb8874b5408d79bef0797bc7819e85df43f488d301e14d2fa62a56fc00001600040005000a000900640062000300060013001200630100,203.208.39.207,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.100.125,1036,53753.233553
0,16030100410100003d03015ee17f8101c5b7c5773736f91be304b791d9b991037cd362d698895544cc768800001600040005000a000900640062000300060013001200630100,203.208.50.95,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.100.26,1035,53741.932802
0,16030000350100003103015efaec18d7d51b527625d367a721f301e4e42711e444842357feb75ebabcec8f00000a0035002f000a000500040100,221.121.152.91,443,"769,53-47-10-5-4,,,",abdbdaa1b02f6e30b13c01f9f6742738,192.168.100.62,1044,53722.980029
0,16030100410100003d03015eeedfc410f2f4af804df845b930be9801a42b2d5148dd124741faea9eefde6500001600040005000a000900640062000300060013001200630100,203.208.50.111,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.100.75,1036,53750.919695
0,16030300c0010000bc03035ef55a378a8de8b9b134c0f64f0fcc8793a75e04d4a71a546f604970344ffa63000034c030c02fc028c027c014c013009f009e009d009c003d003c0035002fc02cc02bc024c023c00ac009006a004000380032000a00130100005f0000001d001b000018736c732e7570646174652e6d6963726f736f66742e636f6d000500050100000000000a0006000400170018000b00020100000d001400120401050102010403050302030202060106030023000000170000ff01000100,13.68.93.109,443,"771,49200-49199-49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-23-65281,23-24,0",205200cdaac61b110838556b834070d1,192.168.101.121,49446,1593110334.620828
0,16030300c0010000bc03035ef5c25a62a9baa94879ae2cfc15933955a92da047bf877432e6054096ae7ff1000034c030c02fc028c027c014c013009f009e009d009c003d003c0035002fc02cc02bc024c023c00ac009006a004000380032000a00130100005f0000001d001b000018736c732e7570646174652e6d6963726f736f66742e636f6d000500050100000000000a0006000400170018000b00020100000d001400120401050102010403050302030202060106030023000000170000ff01000100,13.68.93.109,443,"771,49200-49199-49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-23-65281,23-24,0",205200cdaac61b110838556b834070d1,192.168.101.154,49446,1593136991.577032
0,16030100410100003d03015ee362edba786d0bb78fbb4058d4a743fe950777bdb5cd8e7010af5c7349ea2800001600040005000a000900640062000300060013001200630100,203.208.39.223,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.101.207,1035,53739.387154
0,160303009e0100009a03035ee2b0909be28274113ae773384c02d37f3c0f1a43064e153b9582f2097ffdb400002a003c002f003d00350005000ac027c013c014c02bc023c02cc024c009c00a00400032006a00380013000401000047ff010001000000001a0018000015636f6e6669672e656467652e736b7970652e636f6d000a0006000400170018000b00020100000d0010000e0401050102010403050302030202,13.107.42.23,443,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,65281-0-10-11-13,23-24,0",4d7a28d6f2263ed61de88ca66eb011e3,192.168.101.27,49178,1591941449.192502
0,16030100a7010000a303035ee3d1a11ced7af52daac371aeacc2a6a5f41ffb534e2b404861c1bab99729b7000032c030c02cc028c024009f006bc032c02ec02ac026009d003dc02fc02bc027c023009e0067c031c02dc029c025009c003c00ff01000048000d001600140603060105030501040304010303030102030201000a001800160019001c0018001b00170016001a0015001400130012000b00020100001600000017000000230000,195.77.129.106,443,"771,49200-49196-49192-49188-159-107-49202-49198-49194-49190-157-61-49199-49195-49191-49187-158-103-49201-49197-49193-49189-156-60-255,13-10-11-22-23-35,25-28-24-27-23-22-26-21-20-19-18,0",32f9394763a922d31877fad9aa9b3773,192.168.101.40,1050,53707.92416
0,16030100610100005d03015ededc1a9afdb59de390485aefe46995a7f14a0b18bd798cd15aff46788d71362029ad9fd76f21f9bc3f2ae174b4d0626d4054359b4ddd91e5efe2cab4e37abb3e001600040005000a000900640062000300060013001200630100,216.219.119.91,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.101.63,1041,53809.629521
0,16030100410100003d03015edf2182b7edbba71c78c7173094bbeba1e7667b0f9a26167a784c44e2b7c04b00001600040005000a000900640062000300060013001200630100,52.234.215.129,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.102.116,1035,53707.915491
0,16030100610100005d03015ee0c76eb0ab7e6dc594fee9f52ad4213983e9e7410db849af5633ef6424e1b520f25185dd4c707d24990b82ed9ed548971f9bf30c3e2bb77afdabdb11cd77a008001600040005000a000900640062000300060013001200630100,31.169.105.68,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.102.151,1035,53718.355976
0,16030100410100003d03015ee4fd6874d080f9d9b926f22c2b12ef96f7bc6453bef83e754ec1bbb4e74b7100001600040005000a000900640062000300060013001200630100,203.208.39.215,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.102.166,1035,53748.406174
0,16030100610100005d03015ef3dbf39870de2efba7eec60302bf05395b53de29e793c505e0e923a641bff820c06c744ffda793e0f2074bea99425294a17f7cf56925c064d682a3dcc84c8677001600040005000a000900640062000300060013001200630100,220.181.38.150,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.103.175,1050,53730.72263
0,16030100610100005d03015ee48fed3836b2b8781166204208e91c335895fcd8dfd223f68e7b4e53e76fe620ce028a8eda3ef0fbdbf70befed59f032c2487fe573a7841263baa6fc2f6f9f82001600040005000a000900640062000300060013001200630100,52.7.124.208,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.103.206,1037,53717.602586
0,16030100410100003d03015ee71ef984fd4e7902df3d34294e0ac3e84616554c0d6ed79dde44a6a53c2a8800001600040005000a000900640062000300060013001200630100,203.208.39.215,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.103.230,1034,53748.101344
0,16030100410100003d03015ee278594c2458d2d8a99f07bc7af0d57acfb5f8546482790db5f9592c74f62500001600040005000a000900640062000300060013001200630100,203.208.40.47,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.103.55,1035,53735.839781
0,16030100610100005d03015eeb68d204cbeb373fba63c85ebfc519acba90dfa633157462ae395f4ad57eed2035e9d3ba0d90a7b146c3661c8e1d28b3f4c84c3bf8bdd12284199c6593598422001600040005000a000900640062000300060013001200630100,52.7.124.208,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.103.56,1038,53722.012972
0,16030100610100005d03015ee009ebddf7ea718d8ee987639d122e6123008c0bfcc8f59a356b0cb06f2dd6207b78c8a5cab6eb18f00ef275aa54543e8b2e095a0ebc78d26d2e165f9ddb3aad001600040005000a000900640062000300060013001200630100,42.81.57.73,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.103.57,1077,53719.960872
1,16030000610100005d03005ee00a4285d6c36f330cb8cd89fd50b285722f93bf5d0bd9486e04ead692ee9b20525ab1a77eacdfc78c78c4e040755eed0a1cde64ace03ea099a7ccfee2c0f7cb001600040005000a000900640062000300060013001200630100,106.120.159.126,443,"768,4-5-10-9-100-98-3-6-19-18-99,,,",35ed9d26feeb821f643139efe2a9a459,192.168.103.57,1079,53807.450348
0,16030100410100003d03015eebe2894c73c9b730bd2ac54e63d10e9a72460cfcf38686f13ce8f4385b484d00001600040005000a000900640062000300060013001200630100,123.53.182.174,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.104.184,1033,53724.10162
0,16030100410100003d03015eeed84752accd1b9280fd173696ca01ff0a629396b415e03471ece3c298381500001600040005000a000900640062000300060013001200630100,203.208.50.111,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.104.188,1035,53757.011086
0,16030300a20100009e03035eed272a6410a3c9300e2b86f58e54c2e7d0b8802a03825caebc374a6f5f46fb00002a003c002f003d00350005000ac027c013c014c02bc023c02cc024c009c00a00400032006a0038001300040100004b00000023002100001e6e6578757372756c65732e6f6666696365617070732e6c6976652e636f6d000a0006000400170018000b00020100000d0010000e0401050102010403050302030202,52.109.8.21,443,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,0-10-11-13,23-24,0",d7150af4514b868defb854db0f62a441,192.168.104.237,49161,1592572701.760621
0,16030100410100003d03015ee28fb3f2fdcfd3046ec80c4b89581b0a540d7169230ad89bd30f7127580a7700001600040005000a000900640062000300060013001200630100,203.208.40.63,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.104.31,1036,53733.756835
0,1603010200010001fc0303233b5479974c28899a6c87ffb41f557bf1375a0c6b6c3232f95d9aa455d0c53400009cc030c02cc028c024c014c00ac022c02100a3009f006b006a0039003800880087c019c020c032c02ec02ac026c00fc005009d003d00350084c012c008c01cc01b00160013c017c01ac00dc003000ac02fc02bc027c023c013c009c01fc01e00a2009e0067004000330032009a009900450044c018c01dc031c02dc029c025c00ec004009c003c002f009600410007c011c007c016c00cc002000500ff01000137000000160014000011756d732e67656f636f6d706c792e636f6d000b000403000102000a00340032000e000d0019000b000c00180009000a00160017000800060007001400150004000500120013000100020003000f0010001100230000000d0020001e060106020603050105020503040104020403030103020303020102020203000f000101001500ac00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,34.194.204.84,443,"771,49200-49196-49192-49188-49172-49162-49186-49185-163-159-107-106-57-56-136-135-49177-49184-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-49180-49179-22-19-49175-49178-49165-49155-10-49199-49195-49191-49187-49171-49161-49183-49182-162-158-103-64-51-50-154-153-69-68-49176-49181-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49174-49164-49154-5-255,0-11-10-35-13-15-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2",5c32f7d71899f6f7ac8547ff25a4892c,192.168.105.102,1032,53709.411936
0,16030100410100003d03015ef5367340a4b1fe51e414d5ce8d94cf87c5eefeaa0ca8dc5ed3433eac79428f00001600040005000a000900640062000300060013001200630100,203.208.41.79,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.105.148,1036,53756.944036
0,16030300990100009503035ee36342dbba9914855a3ca1e6eea4c88069fea55b46116b4a1073126195fa5a00002a003c002f003d00350005000ac027c013c014c02bc023c02cc024c009c00a00400032006a00380013000401000042ff0100010000000015001300001073746174732e6e6f72746f6e2e636f6d000a0006000400170018000b00020100000d0010000e0401050102010403050302030202,52.234.215.129,443,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,65281-0-10-11-13,23-24,0",4d7a28d6f2263ed61de88ca66eb011e3,192.168.105.164,49177,1591987197.738192
0,16030100410100003d03015ee7b0930cffeb7b2955eac4ec7fdb53264aadfeb4c65d24319397ea630e290300001600040005000a000900640062000300060013001200630100,203.208.39.207,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.105.192,1036,53745.513315
0,16030100410100003d03015ee5c4667621129499354d1b2980d92b7b4a2e18da378bb3c0265ffee66ff56b00001600040005000a000900640062000300060013001200630100,203.208.39.223,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.105.227,1036,53745.018469
0,16030300970100009303035ef95ce5dbba9914855a3ca1e6eea4c88069fea55b46116b4a1073126195fa5a00002a003c002f003d00350005000ac027c013c014c02bc023c02cc024c009c00a00400032006a00380013000401000040ff0100010000000013001100000e6563732e6f66666963652e636f6d000a0006000400170018000b00020100000d0010000e0401050102010403050302030202,40.70.186.239,443,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,65281-0-10-11-13,23-24,0",4d7a28d6f2263ed61de88ca66eb011e3,192.168.105.39,49178,1593427356.753782
0,16030100410100003d03015eeaf49e93f665d5fbad9f26e2d2c006dc60477fb5af5c174e2018a08305745800001600040005000a000900640062000300060013001200630100,203.208.39.207,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.105.82,1036,53729.71554
0,16030100410100003d03015ef9369d8002729c253a68d96f437de21f990853e582bb8f849ed506ded5929600001600040005000a000900640062000300060013001200630100,203.208.40.47,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.106.130,1035,53738.863571
0,16030100410100003d03015ee0c005d3d78b49e925fb4e1752843bcf2b3b17ae4d8ec5b6f294ba61329afd00001600040005000a000900640062000300060013001200630100,203.208.50.88,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.106.158,1035,53729.335681
0,16030100610100005d03015ef4423a4c9117bc3b28edd5cde42d18d30f9331a7e345f96cbf755899daf8a5206c520ca509ce6142f3bf21e4fd7dcbd7473dd325939edd2e621b2253bc5efa5f001600040005000a000900640062000300060013001200630100,14.0.43.157,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.106.160,1037,53734.772373
0,16030300c0010000bc03035ef46bd40dd7a378e0975f548a0702bb7908a4d6ce6a4871ca867ed1aa04c7af000034c030c02fc028c027c014c013009f009e009d009c003d003c0035002fc02cc02bc024c023c00ac009006a004000380032000a00130100005f0000001d001b000018736c732e7570646174652e6d6963726f736f66742e636f6d000500050100000000000a0006000400170018000b00020100000d001400120401050102010403050302030202060106030023000000170000ff01000100,52.229.171.202,443,"771,49200-49199-49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-23-65281,23-24,0",205200cdaac61b110838556b834070d1,192.168.106.178,49446,1593049300.193574
0,16030100410100003d03015ede55acb2cefef559692203d398b4f3e79f1b63ccf96bcc85f763949db3c0bd00001600040005000a000900640062000300060013001200630100,203.208.40.55,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.106.251,1035,53733.379806
0,16030100610100005d03015ef347c4863853889acf07b6b8a08982bde7a268d136ad8c254189f8b87c57dc20c9e1a35039be780d09db0454bbed65acb9abbc25055caf65d1d5185f27985d9b001600040005000a000900640062000300060013001200630100,14.0.43.157,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.107.201,1037,53728.996062
0,16030100610100005d03015ef659f73c4a78209f5e2cf6c1cba6da8deb8ae84d0e7b12d278653078b9c5b120ec962c6b97d5dcf89eac76f72f8f996ca9a0a5b5d405df510090c786779fc445001600040005000a000900640062000300060013001200630100,171.13.14.124,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.107.242,1055,53748.796769
0,16030100410100003d03015ee72b301a71d8444aabb363787405c0b622d2194167d9101b3b7de22552bf2600001600040005000a000900640062000300060013001200630100,203.208.39.223,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.107.251,1036,53731.030066
0,16030300c0010000bc03035ef334db3f5fa552aa687295fb68fa52e88349eec2a6ef3e60e4a77f0d4cfc64000034c030c02fc028c027c014c013009f009e009d009c003d003c0035002fc02cc02bc024c023c00ac009006a004000380032000a00130100005f0000001d001b000018736c732e7570646174652e6d6963726f736f66742e636f6d000500050100000000000a0006000400170018000b00020100000d001400120401050102010403050302030202060106030023000000170000ff01000100,13.68.93.109,443,"771,49200-49199-49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-23-65281,23-24,0",205200cdaac61b110838556b834070d1,192.168.107.253,49446,1592969691.857063
0,16030100610100005d03015ee4c1d24e93122d975fe8ae7c94654b34b3dd49be7d9b07097423e2bb59fe74204f1ba340f36b97b7883d4647873c97aaf87e352ddb76ea7f21d2d4e1d646ca7c001600040005000a000900640062000300060013001200630100,36.110.147.36,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.107.56,1037,53730.677483
0,16030100410100003d03015ee72253599953d008c8d52d129ac6a03a956d529971e8d812005450c7be3a7f00001600040005000a000900640062000300060013001200630100,203.208.39.215,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.107.75,1036,53748.330485
0,16030100410100003d03015ef5dc32402913e73d3885a9d602678b08ed76a2fe1ae7b91f68478bdae5db8c00001600040005000a000900640062000300060013001200630100,203.208.50.47,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.178,1036,53729.265674
0,16030100610100005d03015ef8bc26e704a7a532d9cb066d5241c6d4adc2c03ac4459416d13f2cdeebc1e020c676185c58b8d387e863b621a54609ba5b18e4133435e9eebd4c3c189c436504001600040005000a000900640062000300060013001200630100,58.222.18.2,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.180,1046,53737.14374
0,16030100410100003d03015ee1b9e6ad8e044533ab24b427e5a5ea6def5912e5ea41fbea1bf8f16d50cd3300001600040005000a000900640062000300060013001200630100,203.208.50.79,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.194,1036,53734.213467
0,16030300c0010000bc03035ef87351434da4ff9bd504814ff36e97aac000baafa320c3f9e658b7f552801f000034c030c02fc028c027c014c013009f009e009d009c003d003c0035002fc02cc02bc024c023c00ac009006a004000380032000a00130100005f0000001d001b000018736c732e7570646174652e6d6963726f736f66742e636f6d000500050100000000000a0006000400170018000b00020100000d001400120401050102010403050302030202060106030023000000170000ff01000100,13.74.179.117,443,"771,49200-49199-49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19,0-5-10-11-13-35-23-65281,23-24,0",205200cdaac61b110838556b834070d1,192.168.108.198,49446,1593313365.440696
0,16030100410100003d03015ee82f6c8bef6c5f577b237dd7340db4d361116e0eb04a669830281dea1ebd2200001600040005000a000900640062000300060013001200630100,203.208.39.223,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.201,1035,53752.510938
0,16030100410100003d03015eeb25700cfbace9046c336a16f3baee622bf95d5fdf15aea522e177dd57144d00001600040005000a000900640062000300060013001200630100,203.208.39.207,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.24,1035,53727.491397
0,16030100410100003d03015edf586a9225f14bb7a9acf6c64611d18c5715f41e94c0bd870dbb764f2c52ac00001600040005000a000900640062000300060013001200630100,203.208.41.79,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.29,1035,53729.741127
0,16030100410100003d03015ee69da410f2f4af804df845b930be9801a42b2d5148dd124741faea9eefde6500001600040005000a000900640062000300060013001200630100,203.208.39.216,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.53,1035,53751.699062
0,16030300970100009303035ef20103dbba9914855a3ca1e6eea4c88069fea55b46116b4a1073126195fa5a00002a003c002f003d00350005000ac027c013c014c02bc023c02cc024c009c00a00400032006a00380013000401000040ff0100010000000013001100000e6563732e6f66666963652e636f6d000a0006000400170018000b00020100000d0010000e0401050102010403050302030202,52.113.194.132,443,"771,60-47-61-53-5-10-49191-49171-49172-49195-49187-49196-49188-49161-49162-64-50-106-56-19-4,65281-0-10-11-13,23-24,0",4d7a28d6f2263ed61de88ca66eb011e3,192.168.108.82,49177,1592945084.761653
0,16030100610100005d03015ee1e22598ce306b9c7f49cb0a918688b29427bebc16ea5e2bbc17569f633c5720abaec93886425a4a3199858408e0e31af5cff8c3db6849530ae16b2fd5c973a7001600040005000a000900640062000300060013001200630100,107.20.104.77,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.91,1036,53724.332787
0,16030100410100003d03015ef0ec76cfb27aa20db9f0e27515bd43a0ede7e0892e5fe91942516d729d171b00001600040005000a000900640062000300060013001200630100,52.184.28.1,443,"769,4-5-10-9-100-98-3-6-19-18-99,,,",de350869b8c85de67a350c8d186f11e6,192.168.108.93,1043,53706.347005
