timestamp,source_ip,source_port,destination_ip,destination_port,ja3_digest,ja3s_digest,fp_num
53736.200134000006,107.167.110.217,443,192.168.6.92,1035,,5cd6efb8d804faf03e1462073b729151,0
53724.679737,107.167.110.217,443,192.168.64.80,1035,,5cd6efb8d804faf03e1462073b729151,0
53728.949434,107.167.110.217,443,192.168.72.66,1035,,5cd6efb8d804faf03e1462073b729151,0
53721.615428,107.167.110.217,443,192.168.75.81,1035,,5cd6efb8d804faf03e1462073b729151,0
53726.257813,107.167.110.217,443,192.168.94.142,1035,,5cd6efb8d804faf03e1462073b729151,0
53718.894341,107.167.110.217,443,192.168.96.35,1035,,5cd6efb8d804faf03e1462073b729151,0
53718.096565,23.36.192.183,443,192.168.0.138,1036,,5cd6efb8d804faf03e1462073b729151,0
53732.921329,23.36.192.183,443,192.168.135.249,1036,,5cd6efb8d804faf03e1462073b729151,0
53733.031280999996,23.36.192.183,443,192.168.253.122,1036,,5cd6efb8d804faf03e1462073b729151,0
53753.262577,23.36.192.183,443,192.168.51.216,1037,,5cd6efb8d804faf03e1462073b729151,0
53734.3128,23.36.192.183,443,192.168.55.155,1036,,5cd6efb8d804faf03e1462073b729151,0
53717.715855999995,23.36.192.183,443,192.168.57.242,1036,,5cd6efb8d804faf03e1462073b729151,0
53715.61878,23.36.192.183,443,192.168.81.132,1036,,5cd6efb8d804faf03e1462073b729151,0
53721.765231,23.36.192.183,443,192.168.96.35,1036,,5cd6efb8d804faf03e1462073b729151,0
53751.702043,192.168.0.216,1035,203.208.39.207,443,de350869b8c85de67a350c8d186f11e6,,1
53751.822703,192.168.0.216,1036,203.208.39.207,443,de350869b8c85de67a350c8d186f11e6,,1
53751.753237,203.208.39.207,443,192.168.0.216,1035,,5cd6efb8d804faf03e1462073b729151,0
53751.880971000006,203.208.39.207,443,192.168.0.216,1036,,5cd6efb8d804faf03e1462073b729151,0
53753.29298,203.208.39.207,443,192.168.100.125,1036,,5cd6efb8d804faf03e1462073b729151,0
53745.578509000006,203.208.39.207,443,192.168.105.192,1036,,5cd6efb8d804faf03e1462073b729151,0
53729.77303,203.208.39.207,443,192.168.105.82,1036,,5cd6efb8d804faf03e1462073b729151,0
53729.789409000005,203.208.39.207,443,192.168.105.82,1035,,5cd6efb8d804faf03e1462073b729151,0
53740.063966999995,203.208.39.207,443,192.168.105.82,1045,,5cd6efb8d804faf03e1462073b729151,0
53740.094022000005,203.208.39.207,443,192.168.105.82,1046,,5cd6efb8d804faf03e1462073b729151,0
53745.20196699999,203.208.39.207,443,192.168.105.82,1049,,5cd6efb8d804faf03e1462073b729151,0
53746.217217,203.208.39.207,443,192.168.105.82,1051,,5cd6efb8d804faf03e1462073b729151,0
53748.244962,203.208.39.207,443,192.168.105.82,1056,,5cd6efb8d804faf03e1462073b729151,0
53748.540964,203.208.39.207,443,192.168.105.82,1057,,5cd6efb8d804faf03e1462073b729151,0
53752.58197000001,203.208.39.207,443,192.168.108.201,1036,,5cd6efb8d804faf03e1462073b729151,0
53727.543440999994,203.208.39.207,443,192.168.108.24,1035,,5cd6efb8d804faf03e1462073b729151,0
53727.552225,203.208.39.207,443,192.168.108.24,1036,,5cd6efb8d804faf03e1462073b729151,0
53735.945958000004,203.208.39.207,443,192.168.108.24,1043,,5cd6efb8d804faf03e1462073b729151,0
53737.106959000004,203.208.39.207,443,192.168.108.24,1046,,5cd6efb8d804faf03e1462073b729151,0
53741.03696799999,203.208.39.207,443,192.168.108.24,1049,,5cd6efb8d804faf03e1462073b729151,0
53741.505587,203.208.39.207,443,192.168.108.24,1050,,5cd6efb8d804faf03e1462073b729151,0
53743.672407000005,203.208.39.207,443,192.168.108.24,1055,,5cd6efb8d804faf03e1462073b729151,0
53743.692954,203.208.39.207,443,192.168.108.24,1056,,5cd6efb8d804faf03e1462073b729151,0
53751.780975,203.208.39.207,443,192.168.108.53,1036,,5cd6efb8d804faf03e1462073b729151,0
53727.957966999995,203.208.39.207,443,192.168.12.236,1035,,5cd6efb8d804faf03e1462073b729151,0
53727.994961000004,203.208.39.207,443,192.168.12.236,1036,,5cd6efb8d804faf03e1462073b729151,0
53737.377959000005,203.208.39.207,443,192.168.12.236,1042,,5cd6efb8d804faf03e1462073b729151,0
53737.401958,203.208.39.207,443,192.168.12.236,1043,,5cd6efb8d804faf03e1462073b729151,0
53742.052549,203.208.39.207,443,192.168.12.236,1048,,5cd6efb8d804faf03e1462073b729151,0
53743.08029500001,203.208.39.207,443,192.168.12.236,1051,,5cd6efb8d804faf03e1462073b729151,0
53744.369679999996,203.208.39.207,443,192.168.12.236,1054,,5cd6efb8d804faf03e1462073b729151,0
53745.255959,203.208.39.207,443,192.168.12.236,1056,,5cd6efb8d804faf03e1462073b729151,0
53747.907305999994,203.208.39.207,443,192.168.121.192,1036,,5cd6efb8d804faf03e1462073b729151,0
53766.530174,203.208.39.207,443,192.168.121.192,1047,,5cd6efb8d804faf03e1462073b729151,0
53772.401966,203.208.39.207,443,192.168.121.192,1055,,5cd6efb8d804faf03e1462073b729151,0
53780.233224,203.208.39.207,443,192.168.121.192,1069,,5cd6efb8d804faf03e1462073b729151,0
53794.369717999994,203.208.39.207,443,192.168.121.192,1075,,5cd6efb8d804faf03e1462073b729151,0
53801.249748,203.208.39.207,443,192.168.121.192,1078,,5cd6efb8d804faf03e1462073b729151,0
53805.643959,203.208.39.207,443,192.168.121.192,1081,,5cd6efb8d804faf03e1462073b729151,0
53807.501234,203.208.39.207,443,192.168.121.192,1085,,5cd6efb8d804faf03e1462073b729151,0
53728.039202,203.208.39.207,443,192.168.121.73,1036,,5cd6efb8d804faf03e1462073b729151,0
53728.052959,203.208.39.207,443,192.168.121.73,1035,,5cd6efb8d804faf03e1462073b729151,0
53737.504215999994,203.208.39.207,443,192.168.121.73,1043,,5cd6efb8d804faf03e1462073b729151,0
53737.50796,203.208.39.207,443,192.168.121.73,1044,,5cd6efb8d804faf03e1462073b729151,0
53742.097416,203.208.39.207,443,192.168.121.73,1048,,5cd6efb8d804faf03e1462073b729151,0
53743.090221000006,203.208.39.207,443,192.168.121.73,1049,,5cd6efb8d804faf03e1462073b729151,0
53744.316963,203.208.39.207,443,192.168.121.73,1052,,5cd6efb8d804faf03e1462073b729151,0
53745.07721,203.208.39.207,443,192.168.121.73,1054,,5cd6efb8d804faf03e1462073b729151,0
53756.099242,203.208.39.207,443,192.168.121.73,1061,,5cd6efb8d804faf03e1462073b729151,0
53728.987228,203.208.39.207,443,192.168.122.148,1036,,5cd6efb8d804faf03e1462073b729151,0
53729.001963999995,203.208.39.207,443,192.168.122.148,1035,,5cd6efb8d804faf03e1462073b729151,0
53739.648964,203.208.39.207,443,192.168.122.148,1045,,5cd6efb8d804faf03e1462073b729151,0
53739.773965,203.208.39.207,443,192.168.122.148,1046,,5cd6efb8d804faf03e1462073b729151,0
53744.663246000004,203.208.39.207,443,192.168.122.148,1049,,5cd6efb8d804faf03e1462073b729151,0
53745.540226,203.208.39.207,443,192.168.122.148,1051,,5cd6efb8d804faf03e1462073b729151,0
53747.107959,203.208.39.207,443,192.168.122.148,1054,,5cd6efb8d804faf03e1462073b729151,0
53747.799963,203.208.39.207,443,192.168.122.148,1056,,5cd6efb8d804faf03e1462073b729151,0
53756.667972,203.208.39.207,443,192.168.122.161,1035,,5cd6efb8d804faf03e1462073b729151,0
53731.16624400001,203.208.39.207,443,192.168.122.33,1036,,5cd6efb8d804faf03e1462073b729151,0
53741.603213,203.208.39.207,443,192.168.122.33,1043,,5cd6efb8d804faf03e1462073b729151,0
53747.473959,203.208.39.207,443,192.168.122.33,1050,,5cd6efb8d804faf03e1462073b729151,0
53751.063567,203.208.39.207,443,192.168.122.33,1054,,5cd6efb8d804faf03e1462073b729151,0
53757.349978,203.208.39.207,443,192.168.125.162,1035,,5cd6efb8d804faf03e1462073b729151,0
53757.272046000006,203.208.39.207,443,192.168.126.121,1060,,5cd6efb8d804faf03e1462073b729151,0
53755.842708000004,203.208.39.207,443,192.168.133.119,1035,,5cd6efb8d804faf03e1462073b729151,0
53755.861983,203.208.39.207,443,192.168.133.119,1036,,5cd6efb8d804faf03e1462073b729151,0
53754.978288,203.208.39.207,443,192.168.136.168,1035,,5cd6efb8d804faf03e1462073b729151,0
53728.961225,203.208.39.207,443,192.168.138.151,1036,,5cd6efb8d804faf03e1462073b729151,0
53728.987962,203.208.39.207,443,192.168.138.151,1035,,5cd6efb8d804faf03e1462073b729151,0
53738.18423099999,203.208.39.207,443,192.168.138.151,1042,,5cd6efb8d804faf03e1462073b729151,0
53738.844970000006,203.208.39.207,443,192.168.138.151,1044,,5cd6efb8d804faf03e1462073b729151,0
53744.076578,203.208.39.207,443,192.168.138.151,1047,,5cd6efb8d804faf03e1462073b729151,0
53744.342968,203.208.39.207,443,192.168.138.151,1048,,5cd6efb8d804faf03e1462073b729151,0
53746.703964,203.208.39.207,443,192.168.138.151,1053,,5cd6efb8d804faf03e1462073b729151,0
53746.70621799999,203.208.39.207,443,192.168.138.151,1054,,5cd6efb8d804faf03e1462073b729151,0
53727.949314,203.208.39.207,443,192.168.138.73,1036,,5cd6efb8d804faf03e1462073b729151,0
53727.974961,203.208.39.207,443,192.168.138.73,1035,,5cd6efb8d804faf03e1462073b729151,0
53737.188303999996,203.208.39.207,443,192.168.138.73,1044,,5cd6efb8d804faf03e1462073b729151,0
53738.777964,203.208.39.207,443,192.168.138.73,1048,,5cd6efb8d804faf03e1462073b729151,0
53742.375208000005,203.208.39.207,443,192.168.138.73,1051,,5cd6efb8d804faf03e1462073b729151,0
53742.485304999995,203.208.39.207,443,192.168.138.73,1052,,5cd6efb8d804faf03e1462073b729151,0
53744.76196,203.208.39.207,443,192.168.138.73,1058,,5cd6efb8d804faf03e1462073b729151,0
53745.42421699999,203.208.39.207,443,192.168.138.73,1059,,5cd6efb8d804faf03e1462073b729151,0
53755.294393,203.208.39.207,443,192.168.138.73,1064,,5cd6efb8d804faf03e1462073b729151,0
53727.434506,203.208.39.207,443,192.168.14.177,1036,,5cd6efb8d804faf03e1462073b729151,0
53738.642961000005,203.208.39.207,443,192.168.14.177,1043,,5cd6efb8d804faf03e1462073b729151,0
53744.58922,203.208.39.207,443,192.168.14.177,1051,,5cd6efb8d804faf03e1462073b729151,0
53746.775219,203.208.39.207,443,192.168.14.177,1057,,5cd6efb8d804faf03e1462073b729151,0
53757.054829999994,203.208.39.207,443,192.168.14.177,1063,,5cd6efb8d804faf03e1462073b729151,0
53749.124777,203.208.39.207,443,192.168.140.2,1035,,5cd6efb8d804faf03e1462073b729151,0
53749.14496699999,203.208.39.207,443,192.168.140.2,1036,,5cd6efb8d804faf03e1462073b729151,0
53747.647976,203.208.39.207,443,192.168.143.199,1035,,5cd6efb8d804faf03e1462073b729151,0
53747.64999500001,203.208.39.207,443,192.168.143.199,1036,,5cd6efb8d804faf03e1462073b729151,0
53729.478795,203.208.39.207,443,192.168.147.232,1035,,5cd6efb8d804faf03e1462073b729151,0
53729.486962,203.208.39.207,443,192.168.147.232,1036,,5cd6efb8d804faf03e1462073b729151,0
53738.854497,203.208.39.207,443,192.168.147.232,1039,,5cd6efb8d804faf03e1462073b729151,0
53738.85763099999,203.208.39.207,443,192.168.147.232,1040,,5cd6efb8d804faf03e1462073b729151,0
53744.463243,203.208.39.207,443,192.168.147.232,1041,,5cd6efb8d804faf03e1462073b729151,0
53745.19596900001,203.208.39.207,443,192.168.147.232,1042,,5cd6efb8d804faf03e1462073b729151,0
53747.598969000006,203.208.39.207,443,192.168.147.232,1043,,5cd6efb8d804faf03e1462073b729151,0
53747.90996699999,203.208.39.207,443,192.168.147.232,1044,,5cd6efb8d804faf03e1462073b729151,0
53744.67598099999,203.208.39.207,443,192.168.151.54,1035,,5cd6efb8d804faf03e1462073b729151,0
53734.455972,203.208.39.207,443,192.168.153.139,1036,,5cd6efb8d804faf03e1462073b729151,0
53754.217225,203.208.39.207,443,192.168.153.139,1047,,5cd6efb8d804faf03e1462073b729151,0
53760.63123200001,203.208.39.207,443,192.168.153.139,1056,,5cd6efb8d804faf03e1462073b729151,0
53766.142960000005,203.208.39.207,443,192.168.153.139,1062,,5cd6efb8d804faf03e1462073b729151,0
53779.73526,203.208.39.207,443,192.168.153.139,1068,,5cd6efb8d804faf03e1462073b729151,0
53784.987333000005,203.208.39.207,443,192.168.153.139,1073,,5cd6efb8d804faf03e1462073b729151,0
53788.830547000005,203.208.39.207,443,192.168.153.139,1075,,5cd6efb8d804faf03e1462073b729151,0
53790.119096,203.208.39.207,443,192.168.153.139,1077,,5cd6efb8d804faf03e1462073b729151,0
53756.353257,203.208.39.207,443,192.168.156.249,1035,,5cd6efb8d804faf03e1462073b729151,0
53756.36127,203.208.39.207,443,192.168.156.249,1036,,5cd6efb8d804faf03e1462073b729151,0
53736.138525,203.208.39.207,443,192.168.161.28,1035,,5cd6efb8d804faf03e1462073b729151,0
53736.154227,203.208.39.207,443,192.168.161.28,1036,,5cd6efb8d804faf03e1462073b729151,0
53747.026965,203.208.39.207,443,192.168.161.28,1042,,5cd6efb8d804faf03e1462073b729151,0
53749.185238,203.208.39.207,443,192.168.161.28,1046,,5cd6efb8d804faf03e1462073b729151,0
53753.378971000006,203.208.39.207,443,192.168.161.28,1047,,5cd6efb8d804faf03e1462073b729151,0
53753.610965,203.208.39.207,443,192.168.161.28,1048,,5cd6efb8d804faf03e1462073b729151,0
53755.889833,203.208.39.207,443,192.168.161.28,1052,,5cd6efb8d804faf03e1462073b729151,0
53755.904969,203.208.39.207,443,192.168.161.28,1053,,5cd6efb8d804faf03e1462073b729151,0
53767.492277,203.208.39.207,443,192.168.161.28,1062,,5cd6efb8d804faf03e1462073b729151,0
53772.425646,203.208.39.207,443,192.168.161.28,1065,,5cd6efb8d804faf03e1462073b729151,0
53776.594329,203.208.39.207,443,192.168.161.28,1066,,5cd6efb8d804faf03e1462073b729151,0
53777.867966,203.208.39.207,443,192.168.161.28,1068,,5cd6efb8d804faf03e1462073b729151,0
53728.232964999996,203.208.39.207,443,192.168.162.152,1036,,5cd6efb8d804faf03e1462073b729151,0
53728.262964999994,203.208.39.207,443,192.168.162.152,1035,,5cd6efb8d804faf03e1462073b729151,0
53736.713873,203.208.39.207,443,192.168.162.152,1040,,5cd6efb8d804faf03e1462073b729151,0
53736.71596,203.208.39.207,443,192.168.162.152,1039,,5cd6efb8d804faf03e1462073b729151,0
53741.60197,203.208.39.207,443,192.168.162.152,1041,,5cd6efb8d804faf03e1462073b729151,0
53742.65322000001,203.208.39.207,443,192.168.162.152,1042,,5cd6efb8d804faf03e1462073b729151,0
53744.139961,203.208.39.207,443,192.168.162.152,1043,,5cd6efb8d804faf03e1462073b729151,0
53744.288963,203.208.39.207,443,192.168.162.152,1044,,5cd6efb8d804faf03e1462073b729151,0
53754.902262999996,203.208.39.207,443,192.168.162.152,1049,,5cd6efb8d804faf03e1462073b729151,0
53730.980108,203.208.39.207,443,192.168.163.208,1035,,5cd6efb8d804faf03e1462073b729151,0
53730.996238,203.208.39.207,443,192.168.163.208,1036,,5cd6efb8d804faf03e1462073b729151,0
53740.272236000004,203.208.39.207,443,192.168.163.208,1039,,5cd6efb8d804faf03e1462073b729151,0
53740.349603999995,203.208.39.207,443,192.168.163.208,1040,,5cd6efb8d804faf03e1462073b729151,0
53745.73379,203.208.39.207,443,192.168.163.208,1041,,5cd6efb8d804faf03e1462073b729151,0
53746.609488999995,203.208.39.207,443,192.168.163.208,1042,,5cd6efb8d804faf03e1462073b729151,0
53749.333225,203.208.39.207,443,192.168.163.208,1043,,5cd6efb8d804faf03e1462073b729151,0
53749.798964999994,203.208.39.207,443,192.168.163.208,1044,,5cd6efb8d804faf03e1462073b729151,0
53750.99497000001,203.208.39.207,443,192.168.165.138,1035,,5cd6efb8d804faf03e1462073b729151,0
53778.669969,203.208.39.207,443,192.168.165.138,1039,,5cd6efb8d804faf03e1462073b729151,0
53793.234513,203.208.39.207,443,192.168.165.138,1043,,5cd6efb8d804faf03e1462073b729151,0
53806.65396799999,203.208.39.207,443,192.168.165.138,1050,,5cd6efb8d804faf03e1462073b729151,0
53748.837684000006,203.208.39.207,443,192.168.167.255,1036,,5cd6efb8d804faf03e1462073b729151,0
53748.861967,203.208.39.207,443,192.168.167.255,1035,,5cd6efb8d804faf03e1462073b729151,0
53755.315976,203.208.39.207,443,192.168.178.81,1036,,5cd6efb8d804faf03e1462073b729151,0
53755.366969,203.208.39.207,443,192.168.178.81,1035,,5cd6efb8d804faf03e1462073b729151,0
53738.487976,203.208.39.207,443,192.168.181.167,1035,,5cd6efb8d804faf03e1462073b729151,0
53738.519972,203.208.39.207,443,192.168.181.167,1036,,5cd6efb8d804faf03e1462073b729151,0
53754.066966,203.208.39.207,443,192.168.181.167,1046,,5cd6efb8d804faf03e1462073b729151,0
53754.078235,203.208.39.207,443,192.168.181.167,1045,,5cd6efb8d804faf03e1462073b729151,0
53759.067970000004,203.208.39.207,443,192.168.181.167,1053,,5cd6efb8d804faf03e1462073b729151,0
53759.999229999994,203.208.39.207,443,192.168.181.167,1055,,5cd6efb8d804faf03e1462073b729151,0
53762.094967,203.208.39.207,443,192.168.181.167,1059,,5cd6efb8d804faf03e1462073b729151,0
53762.103984,203.208.39.207,443,192.168.181.167,1060,,5cd6efb8d804faf03e1462073b729151,0
53773.488524,203.208.39.207,443,192.168.181.167,1067,,5cd6efb8d804faf03e1462073b729151,0
53778.189011,203.208.39.207,443,192.168.181.167,1070,,5cd6efb8d804faf03e1462073b729151,0
53783.574433,203.208.39.207,443,192.168.181.167,1073,,5cd6efb8d804faf03e1462073b729151,0
53785.481927,203.208.39.207,443,192.168.181.167,1076,,5cd6efb8d804faf03e1462073b729151,0
53749.615985000004,203.208.39.207,443,192.168.181.223,1035,,5cd6efb8d804faf03e1462073b729151,0
53749.649237,203.208.39.207,443,192.168.181.223,1036,,5cd6efb8d804faf03e1462073b729151,0
53775.406192999995,203.208.39.207,443,192.168.181.223,1049,,5cd6efb8d804faf03e1462073b729151,0
53777.128252999995,203.208.39.207,443,192.168.181.223,1052,,5cd6efb8d804faf03e1462073b729151,0
53783.785993,203.208.39.207,443,192.168.181.223,1057,,5cd6efb8d804faf03e1462073b729151,0
53789.59897100001,203.208.39.207,443,192.168.181.223,1065,,5cd6efb8d804faf03e1462073b729151,0
53800.194975,203.208.39.207,443,192.168.181.223,1070,,5cd6efb8d804faf03e1462073b729151,0
53804.577967,203.208.39.207,443,192.168.181.223,1073,,5cd6efb8d804faf03e1462073b729151,0
53763.155436,203.208.39.207,443,192.168.182.240,1035,,5cd6efb8d804faf03e1462073b729151,0
53791.869961000004,203.208.39.207,443,192.168.182.240,1050,,5cd6efb8d804faf03e1462073b729151,0
53801.995959,203.208.39.207,443,192.168.182.240,1059,,5cd6efb8d804faf03e1462073b729151,0
53808.850222,203.208.39.207,443,192.168.182.240,1067,,5cd6efb8d804faf03e1462073b729151,0
53742.687233000004,203.208.39.207,443,192.168.185.8,1035,,5cd6efb8d804faf03e1462073b729151,0
53759.796892,203.208.39.207,443,192.168.185.8,1040,,5cd6efb8d804faf03e1462073b729151,0
53766.12233400001,203.208.39.207,443,192.168.185.8,1041,,5cd6efb8d804faf03e1462073b729151,0
53770.287969000005,203.208.39.207,443,192.168.185.8,1043,,5cd6efb8d804faf03e1462073b729151,0
53792.125535,203.208.39.207,443,192.168.185.8,1056,,5cd6efb8d804faf03e1462073b729151,0
53799.112996,203.208.39.207,443,192.168.185.8,1060,,5cd6efb8d804faf03e1462073b729151,0
53813.947329999995,203.208.39.207,443,192.168.185.8,1062,,5cd6efb8d804faf03e1462073b729151,0
53815.37222999999,203.208.39.207,443,192.168.185.8,1064,,5cd6efb8d804faf03e1462073b729151,0
53756.485985,203.208.39.207,443,192.168.188.38,1036,,5cd6efb8d804faf03e1462073b729151,0
53756.514239,203.208.39.207,443,192.168.188.38,1035,,5cd6efb8d804faf03e1462073b729151,0
